description,price_$,decade,tag,cat
New York City All Over Print Shirt,100.0,1990,,
New Beat Generation 8 Zone Shirt,100.0,1990,,
Nappy Threads Earth All Over Print Tie Dye Shirt,300.0,1990,,
MTV Music Television Remote Control Shirt,200.0,1990,,
MTV Music Television Latino Shirt,150.0,1990,,
Mr T Experience And The Women Who Love Them Shirt,125.0,1990,,
Monty Python And The Holy Grail Shirt,400.0,1990,,
Mona Lisa Cat Masterpiece Shirt,100.0,1990,,
Miller Lite Pro Beach Volleyball Shirt,65.0,1990,,
Mickey Mouse Minnie Mouse Cheerleading Shirt,75.0,1990,,
Michigan Wolverines Game Day Shirt,100.0,1990,,
Michael Jordan Chicago Bulls NBA Shirt,150.0,1990,,
Michael Bolton On Tour Crew Shirt,50.0,1990,,
Metallica Language Of The Mad Tie Dye Shirt,500.0,1990,Metallica,Music
Marilyn Manson Shirt,400.0,1990,Marilyn Manson,Music
Marilyn Manson Got Violence Shirt,125.0,1990,Marilyn Manson,Music
Marcus Allen Kansas City Chiefs Jersey Shirt,50.0,1990,,
Man Or Astroman Comic Shirt,300.0,1990,,
Lion King Shirt,200.0,1990,,
Let It Ride Skate Shop Kansas City Shirt,100.0,1990,,
Led Zeppelin Winterland Tie Dye Shirt,200.0,1990,Led Zeppelin,Music
Led Zeppelin Tie Dye Shirt,200.0,1990,Led Zeppelin,Music
Led Zeppelin Hermit Shirt,200.0,1990,Led Zeppelin,Music
Led Zeppelin Hammer Of The Gods Long Sleeve Shirt,300.0,1990,Led Zeppelin,Music
Led Zeppelin Bleach Print Shirt,1.2,1990,Led Zeppelin,Music
Larry Johnson Grand Mama Converse Shirt,350.0,1990,,
Lady Death Chaos Comics Shirt,150.0,1990,,
Kyle Petty Mello Yello Nascar Shirt,150.0,1990,,
Kenny Rogers Shirt,150.0,1990,,
Kansas City Sizzlers Basketball Shirt,40.0,1990,,
Kansas City Chiefs All Over Print Shirt,125.0,1990,,
Johnny Vomit Shirt,100.0,1990,,
John Lennon Rock N Roll You Shoulda Been There Shirt,200.0,1990,John Lennon,Music
John Lennon Imagine Shirt,140.0,1990,John Lennon,Music
John Lennon Bleach Print Shirt,400.0,1990,John Lennon,Music
Joe Bruiser Leggoons Boxing Stadium Shirt,40.0,1990,,
Jimi Hendrix Experience Tie Dye Shirt,150.0,1990,Jimi Hendrix,Music
Jimi Hendrix Experience Tie Dye Shirt,400.0,1990,Jimi Hendrix,Music
Jimi Hendrix Experience Live At Winterland Shirt,175.0,1990,Jimi Hendrix,Music
Jim Morrison Tie Dye Shirt,250.0,1990,,
Janis Joplin Tie Dye Shirt,275.0,1990,,
Jane's Addiction Shirt,400.0,1990,,
INXS All Over Print Shirt,300.0,1990,,
If I'm Ok And You're Ok Explain This Jesus Christ Shirt,200.0,1990,,
Ian Astbury Shirt,250.0,1990,,
I'll Wipe Out Your Whole Family Shirt,200.0,1990,,
I Wanna Sex You Up Shirt,100.0,1990,,
Human-i-tees Lady Bugs Peace Sign Shirt,80.0,1990,,
Homey The Clown Homey Don't Play That Shirt,200.0,1990,,
Hellhole Of Sin Bedside Book Shirt,225.0,1990,,
Hell Hath No Fury Like A Dad Shirt,50.0,1990,,
Heath Kirchart In Living Color Shirt,300.0,1990,,
Hard Rock Café San Francisco Shirt,50.0,1990,,
Hangin Tough Pirate Hoops Shirt,50.0,1990,,
Habitat Skateboards Shirt,100.0,1990,,
Habitat Skateboards Kerry Getz Shirt,75.0,1990,,
Gutter Boy Shame & Degradation Shirt,225.0,1990,,
Guns N Roses Shirt,300.0,1990,Guns N Roses,Music
Guns N Roses Outlaw Shirt,250.0,1990,Guns N Roses,Music
Guns N Roses Long Sleeve Crew Tour Shirt,150.0,1990,Guns N Roses,Music
Guitar Tie Dye Shirt,60.0,1990,,
Grateful Dead Bertha Tie Dye Shirt,200.0,1990,Grateful Dead,Music
Generic Halloween Costume Shirt,75.0,1990,,
Garth Brooks 24 Hours A Day All Over Print Shirt,200.0,1990,Garth Brooks,Music
G.I. Joe Cobra Commander Shirt,150.0,1990,,
FTC Skateboarding Shirt,100.0,1990,,
Four Horsemen WCW Shirt,200.0,1990,,
Foundation Tum Yeto Shirt,125.0,1990,,
Fight Censorship Comic Book Legal Defense Fund Shirt,300.0,1990,,
Fight Censorship Comic Book Legal Defense Fund Shirt,500.0,1990,,
Fear Factory Shirt,150.0,1990,,
Emerica Shirt,100.0,1990,,
Elvis Presley I've Been To Graceland Shirt,75.0,1990,,
Elmore James Antone's Austin Texas Shirt,300.0,1990,,
Elmo Sesame Street Shirt,180.0,1990,,
Earthday Is Every Day Shirt,60.0,1990,,
DRI Dirty Rotten Imbeciles Violent Pacification Shirt,175.0,1990,,
Dr Seuss Cat In The Hat Tie Dye Shirt,200.0,1990,,
Don't Feed The Bears Rifle Colorado Shirt,150.0,1990,,
Dogs Shirt,75.0,1990,,
Disney’s The Lion King All Over Print Shirt,200.0,1990,Disney,Entretainment
Disney's The Lion King All Over Print Shirt,200.0,1990,Disney,Entretainment
Disney's The Lion King All Over Print Shirt,300.0,1990,Disney,Entretainment
Disney Mickey Mouse Fantasia Shirt,135.0,1990,Disney,Entretainment
Disney Lion King All Over Print Shirt,250.0,1990,Disney,Entretainment
Disney 's The Lion King Shirt,200.0,1990,Disney,Entretainment
Dick Tracy I Call The Shots Around Here Shirt,125.0,1990,,
Dick Tracy I Call The Shots Around Here Shirt,100.0,1990,,
Def Leppard 7 Day Weekend Tour Crew Shirt,100.0,1990,Def Leppard,Music
Dee Dee Ramones I Hate Creeps Like You Shirt,400.0,1990,Ramones,Music
Death Merchants Commander Shirt,60.0,1990,,
Dave Matthews Band Shirt,100.0,1990,,
Dallas Cowboys Shirt,40.0,1990,,
Dale Earnhardt Chase All Over Print Shirt,300.0,1990,,
Crosby Stills Nash Wooden Ships Shirt,50.0,1990,,
Corrosion Of Conformity Shirt,150.0,1990,,
Corrosion Of Conformity Huff And Puff Shirt,200.0,1990,,
Coneheads United Colors Of Cone Shirt,300.0,1990,,
Chyna Syndrome WWF Shirt,250.0,1990,,
Chicago Bulls NBA Shirt,100.0,1990,,
Brooks & Dunn Electric Rodeo Shirt,125.0,1990,,
Brockum On The Road Shirt,150.0,1990,,
Brockum Colours Shirt,150.0,1990,,
Bret The Hitman Hart Shirt,250.0,1990,,
Bon Jovi Forever Shirt,100.0,1990,Bon Jovi,Music
Bon Jovi Forever Shirt,150.0,1990,Bon Jovi,Music
Body Parts Specialist Shirt,125.0,1990,,
Bob Marley Mike Roman All Over Print Shirt,1.0,1990,,
Bob Dylan Queen Jane Shirt,150.0,1990,Bob Dylan,Music
BMW The Ultimate Driving Machine Shirt,125.0,1990,,
Blue Planet Houston Shirt,125.0,1990,,
Bloodhound Gang Pee Pee Poo Poo Music Shirt,150.0,1990,,
Bettie Page Shirt,125.0,1990,,
Beck Shirt,250.0,1990,,
Beavis And Butthead Shirt,150.0,1990,,
Beatles All Over Print Shirt,250.0,1990,Beatles,Music
Be Wicked For A Week Hedonism Celebration Shirt,400.0,1990,,
Batman Bat Signal Shirt,200.0,1990,Batman,Entretainment
Bart Simpson Underachiever And Proud Of It Shirt,125.0,1990,,
Bart Simpson Air Simpson Shirt,100.0,1990,,
Are You Really Wireless Shirt,150.0,1990,,
Andy Warhol Shirt,1.0,1990,,
American Eskimo Dog Shirt,85.0,1990,,
All Allroy's Revenge Shirt,200.0,1990,,
Alien Workshop Vampire Shirt,150.0,1990,,
Aerosmith Local Crew Concert Shirt,60.0,1990,Aerosmith,Music
Achy Breaky Heart Shirt,60.0,1990,,
Achy Breaky Heart Shirt,125.0,1990,,
7 Seconds The Music The Message Punk Rock Teeth Shirt,150.0,1990,,
Whitesnake Slip Of The Tongue Shirt,100.0,1990,,
Whitesnake David Coverdale Tour Shirt,100.0,1990,,
Western Flyer 1950 Springer Bicycle Shirt,75.0,1990,,
UB40 Labour Of Love Tour Shirt,150.0,1990,,
The Simpsons Bart Simpson Eat My Shorts Man Shirt,150.0,1990,The Simpsons,Entretainment
The Road Back Mike Tyson Caesars Palace Shirt,250.0,1990,,
The Kentucky Headhunters Pickin On Nashville Tour Shirt,100.0,1990,,
Ten Thousand Maniacs Time Capsule Tour Shirt,175.0,1990,,
Ted Nugent Seasons Greetings Whiplash Bash Shirt,200.0,1990,,
Sting Concert Shirt,50.0,1990,,
Solar System Galaxy Shirt,125.0,1990,,
Slayer Seasons In The Abyss Shirt,250.0,1990,,
Skid Row Kicked Some Ass And Split Concert Shirt,175.0,1990,,
Scorpions Tease Me Please Me Tour Shirt,150.0,1990,,
Scorpions Crazy World Tour Shirt,125.0,1990,,
Rolling Stones Keith Richards Urban Jungle Tour Shirt,250.0,1990,Rolling Stones,Music
Robert Plant Manic Nirvana Tour Shirt,300.0,1990,Nirvana,Music
Robert Plant Manic Nirvana Tank Top Shirt,40.0,1990,Nirvana,Music
Robert Plant Manic Nirvana Shirt,100.0,1990,Nirvana,Music
Ricky Van Shelton Love Is Burnin Tour Shirt,75.0,1990,,
Reading Festival Concert Shirt,150.0,1990,,
Ramones Escape From New York Local Crew Concert Shirt,300.0,1990,Ramones,Music
Poison Flesh & Blood Tour Shirt,125.0,1990,Poison,Music
Penguin Shirt,100.0,1990,,
Paul McCartney Yesterday And Today Tour Shirt,125.0,1990,,
Paul McCartney Friends Of The Earth World Tour Shirt,135.0,1990,,
Paul McCartney Friends Of The Earth Tour Shirt,100.0,1990,,
Open Air Festival David Bowie The Pixies Concert Shirt,500.0,1990,David Bowie,Music
NWA 100 Miles And Runnin Shirt,1.0,1990,,
Nine Inch Nails Pretty Hate Machine Shirt,650.0,1990,Nine Inch Nails,Music
New Kids On The Block Shirt,80.0,1990,,
New Kids On The Block Day On The Green Staff Concert Shirt,150.0,1990,,
Motley Crue Dr Feelgood Tour Shirt,250.0,1990,Motley Crue,Music
Mike Tyson The Road Back Caesars Palace Event Shirt,300.0,1990,,
MC Hammer You Can't Touch This Shirt,150.0,1990,,
MC Hammer You Can't Touch This Shirt,200.0,1990,,
Magic Johnson Los Angeles Lakers NBA Starter Shirt,100.0,1990,,
Madonna Blond Ambition Shirt,300.0,1990,Madonna,Music
Led Zeppelin Shirt,175.0,1990,Led Zeppelin,Music
Kiss Hot In The Shade Team Sphinx Shirt,75.0,1990,Kiss,Music
Kiss Hot In The Shade Shirt,140.0,1990,Kiss,Music
Keeshond Dog Shirt,80.0,1990,,
Jon Edmunds Benefit Concert Shirt,75.0,1990,,
Janet Jackson Rhythm Nation Tour Shirt,300.0,1990,,
Jane's Addiction Article 1 Shirt,350.0,1990,,
Jane's Addiction Article 1 Shirt,500.0,1990,,
James Taylor Nunc Hoc Tour Shirt,100.0,1990,,
Iron Maiden The Holy Smokers Concert Shirt,600.0,1990,Iron Maiden,Music
Iron Maiden Shoot The Fukker No Prayer Tour Shirt,300.0,1990,Iron Maiden,Music
Iron Maiden Holy Smokers Secret Show Shirt,600.0,1990,Iron Maiden,Music
Iron Maiden A Real Live One Shirt,250.0,1990,Iron Maiden,Music
Grateful Dead Twenty Five Years Tie Dye Shirt,200.0,1990,Grateful Dead,Music
Grateful Dead Symmetria Tie Dye Shirt,300.0,1990,Grateful Dead,Music
Grateful Dead Playin' In The Field Tie Dye Concert Shirt,300.0,1990,Grateful Dead,Music
Grateful Dead European Tour Tie Dye Shirt,400.0,1990,Grateful Dead,Music
Grateful Dead Dancing Bears 25th Anniversary Tour Shirt,250.0,1990,Grateful Dead,Music
Grateful Dead Bertha 20th Anniversary Shirt,400.0,1990,Grateful Dead,Music
Grateful Dead 25th Anniversary Tie Dye Shirt,300.0,1990,Grateful Dead,Music
Grateful Dead 25 Years Dead Tie Dye Shirt,300.0,1990,Grateful Dead,Music
Glastonbury Acoustic Shirt,250.0,1990,,
Glastonbury Acoustic Music Festival Shirt,200.0,1990,,
Freddie Jackson Shirt,75.0,1990,,
Fleetwood Mac Shirt,200.0,1990,Fleetwood Mac,Music
Fleetwood Mac Behind The Mask Tour Shirt,150.0,1990,Fleetwood Mac,Music
Fleetwood Mac Behind The Mask Tour Shirt,250.0,1990,Fleetwood Mac,Music
Fleetwood Mac Behind The Mask Tour Shirt,200.0,1990,Fleetwood Mac,Music
Fleetwood Mac Behind The Mask Tour Shirt,300.0,1990,Fleetwood Mac,Music
Fishbone Shirt,150.0,1990,,
Fashion Victim Skeleton Kama Sutra All Over Print Shirt,250.0,1990,,
Dick Tracy I Call The Shots Shirt,100.0,1990,,
Deborah Harry Def Dumb & Blonde UK Tour Shirt,300.0,1990,,
David Bowie Sound+Vision World Tour Shirt,350.0,1990,David Bowie,Music
David Bowie Sound + Vision Tour Shirt,200.0,1990,David Bowie,Music
David Bowie Sound + Vision Tour Shirt,250.0,1990,David Bowie,Music
David Bowie Sound + Vision Tour Nike Shirt,500.0,1990,David Bowie,Music
David Bowie Sound + Vision Tour Crew Polo Shirt,125.0,1990,David Bowie,Music
Conway Twitty Crazy In Love Shirt,150.0,1990,,
Cher Irrational Enquirer Tabloid Shirt,175.0,1990,,
Cheap Trick Busted Tour Shirt,125.0,1990,,
Captain America Marvel Comics Shirt,750.0,1990,,
Bugs Bunny Still Cool After All These Years Shirt,100.0,1990,,
Bon Jovi Christmas Benefit Concert Shirt,125.0,1990,Bon Jovi,Music
Black Crowes Shake Your Money Maker World Tour Shirt,120.0,1990,,
Bill Graham Presents Paul McCartney Berkeley Concert Shirt,150.0,1990,,
Bill Graham Presents New Kids On The Block Day On The Green Shirt,175.0,1990,,
Bela Fleck And The Flecktones Shirt,150.0,1990,,
Beach Boys Surf Patrol Shirt,75.0,1990,,
Bats All Over Print Shirt,65.0,1990,,
Bats All Over Print Shirt,150.0,1990,,
Badfinger Rock & Roll Is Crew Tour Shirt,100.0,1990,,
Andy Griffith Show 30 Year Anniversary Shirt,125.0,1990,,
Allman Brothers Seven Turns Tour Shirt,150.0,1990,,
Alice Cooper Trash Tour Shirt,200.0,1990,Alice Cooper,Music
Aerosmith Pump Tour Shirt,135.0,1990,Aerosmith,Music
ACDC The Razors Edge All Over Print Shirt,200.0,1990,,
ACDC Razors Edge All Over Print Shirt,200.0,1990,,
ACDC Razors Edge All Over Print Shirt,175.0,1990,,
ACDC Razor's Edge Back In Black Shirt,125.0,1990,,
ACDC Are you Ready Tank Top Shirt,80.0,1990,,
ACDC Are You Ready Tank Top Shirt,100.0,1990,,
Baker Skateboards Shirt,120.0,2000,,
Drowning Pool Let The Bodies Hit The Floor Shirt,75.0,2000,,
Black Sabbath Shirt,100.0,2000,Black Sabbath,Music
The Cure Dream Tour Shirt,100.0,2000,,
Britney Spears Tour Shirt,175.0,2000,,
Tina Turner 24/7 Tour Shirt,125.0,2000,,
Necro-Tonz Cocktail Hell Shirt,50.0,2000,,
Nelly Furtado Burn In The Spotlight Tour Shirt,200.0,2000,,
Madonna Everybody Is A Star Shirt,175.0,2000,Madonna,Music
Aerosmith Tour Shirt,75.0,2000,Aerosmith,Music
Aerosmith Just Push Play Tour Shirt,400.0,2000,Aerosmith,Music
Jay-Z R Kelly Best Of Both Worlds Tour Shirt,200.0,2000,,
xXx Movie Promo Shirt,135.0,2000,,
Dead Kennedys Mutiny On The Bay Tour Shirt,125.0,2000,,
The Simpsons Homer Simpson Shirt,100.0,2000,The Simpsons,Entretainment
Motley Crue Maximum Rock Tour Shirt,100.0,2000,Motley Crue,Music
Transformers Shirt,100.0,2000,,
Family Values Tour Shirt,200.0,2000,,
Usher Kanye West The Truth Tour Shirt,300.0,2000,,
Tombstone Walk To The Ok Corral Shirt,100.0,2000,,
Rod Stewart Tour Shirt,50.0,2000,,
Atari Shirt,40.0,2000,,
Iced Earth Greenface Shirt,100.0,2000,,
Secondary Emission World Tour Shirt,40.0,2000,,
TLC Fan Mail Tour Shirt,400.0,2000,,
Incubus Morning View Tour Shirt,125.0,2000,,
Creed Weathered Shirt,100.0,2000,,
Family Values Tour Shirt,225.0,2000,,
Marilyn Manson Gods Guns Government Crew Tour Shirt,125.0,2000,Marilyn Manson,Music
Tool Inside The Outside Tour Shirt,120.0,2000,,
Usher Kanye West Tour Shirt,500.0,2000,,
Rolling Stones Licks World Tour Tie Dye Shirt,150.0,2000,Rolling Stones,Music
A Perfect Circle Tour Shirt,100.0,2000,,
Creed Weathered World Tour Shirt,100.0,2000,,
Ozzfest Ozzy Osbourne Tour Shirt,125.0,2000,Ozzy Osbourne,Music
Godsmack Tour Shirt,200.0,2000,,
Creed Weathered Tour Shirt,100.0,2000,,
U2 Elevation Shirt,50.0,2000,U2,Music
Incubus Tour Shirt,125.0,2000,,
Tool In Side The Out Side Tour Shirt,125.0,2000,,
Stone Cold Steve Austin Whoopin Ass Shirt,100.0,2000,,
Bon Jovi One Wild Night World Tour Shirt,50.0,2000,Bon Jovi,Music
Periodic Table Of Elements Shirt,65.0,2000,,
Front Row Challenge Sprint Car Shirt,60.0,2000,,
Ramones America's 1st Punk Band Shirt,100.0,2000,Ramones,Music
Linkin Park Shirt,50.0,2000,,
Dixie Chicks Top Of The World Tour Shirt,50.0,2000,,
Essence Music Festival Shirt,250.0,2000,,
Zootopia Music Festival Shirt,175.0,2000,,
Zootopia Music Festival Shirt,200.0,2000,,
MTV 9/11 Memorial Shirt,100.0,2000,,
Destiny's Child Tour Shirt,300.0,2000,,
Ramones America's 1st Punk Band Long Sleeve Shirt,125.0,2000,Ramones,Music
Poison I Got Fucked Up With Poison Tour Shirt,75.0,2000,Poison,Music
Green Day Shirt,100.0,2000,Green Day,Music
Ramones Long Sleeve Shirt,125.0,2000,Ramones,Music
Ramones America's First Punk Band Shirt,125.0,2000,Ramones,Music
Radiohead The Most Gigantic Lying Mouth Shirt,100.0,2000,,
Eagles Dixie Chicks Benefit Concert Shirt,100.0,2000,Eagles,Music
Smashing Pumpkins Machina Shirt,175.0,2000,Smashing Pumpkins,Music
Type O Negative Life Is Killing Me Tour Shirt,150.0,2000,Type O Negative,Music
The Doors No One Here Gets Out Alive Shirt,120.0,2000,,
The Dead Tie Dye Tour Shirt,150.0,2000,,
The Dead Local Crew Shirt,65.0,2000,,
Sturgis Motorcycle Rally Shirt,75.0,2000,,
Pearl Jam Riot Act Tour Shirt,100.0,2000,Pearl Jam,Music
Metallica Jersey Shirt,100.0,2000,Metallica,Music
Metallica Headbangers Shirt,125.0,2000,Metallica,Music
Lord Of The Rings Return Of The King Frodo Shirt,200.0,2000,,
Kiss Kustom Shop Tour Shirt,75.0,2000,Kiss,Music
Iron Maiden Dance Of Death World Tour Shirt,120.0,2000,Iron Maiden,Music
Chicago Tour Shirt,65.0,2000,,
Alice In Wonderland Liquid Blue Tie Dye Shirt,200.0,2000,,
311 Shirt,75.0,2000,311,Music
WWF Backlash Triple H Shirt,200.0,2000,,
Vans Warped Tour Crew Shirt,100.0,2000,,
Tom Petty Shirt,100.0,2000,Tom Petty,Music
Superjoint Ritual Shirt,100.0,2000,,
Spider-Man Marvel Comics Movie Promo Shirt,100.0,2000,,
Speed Street Concert Shirt,75.0,2000,,
SCI Local Crew Winter Spring Eddie Murphy Shirt,75.0,2000,,
Rolling Stones Tour Shirt,75.0,2000,Rolling Stones,Music
Rolling Stones Licks Tour Tie Dye Shirt,250.0,2000,Rolling Stones,Music
Rolling Stones Licks Euro Tour Crew Shirt,100.0,2000,Rolling Stones,Music
Rob Van Dam WWF Shirt,100.0,2000,,
Ozzy Osbourne Dove Shirt,250.0,2000,Ozzy Osbourne,Music
Mudvayne Once Upon A Time The End Tour Shirt,125.0,2000,,
Men In Black 2 Movie Promo Shirt,200.0,2000,,
Mannheim Steamroller Crew Concert Shirt,50.0,2000,,
Kottonmouth Kings Rollin’ Stoned Shirt,100.0,2000,,
Kottonmouth Kings Rollin' Stoned Shirt,100.0,2000,,
Jimi Hendrix Experience Are You Experienced Tie Dye Shirt,250.0,2000,Jimi Hendrix,Music
Green Day Pop Disaster Tour Shirt,150.0,2000,Green Day,Music
Double Trouble Ghost Squadron Flying Naked Ladies Shirt,125.0,2000,,
Disturbed This Is The Way We Pray Shirt,100.0,2000,,
Cher Living Proof Tour Shirt,100.0,2000,,
Bruce Springsteen The Rising Tour Shirt,75.0,2000,Bruce Springsteen,Music
Bad Religion Epitaph Records Shirt,60.0,2000,,
All About The Benjamins Movie Shirt,150.0,2000,,
Aerosmith Girls Of Summer Tie Dye Tour Shirt,175.0,2000,Aerosmith,Music
98.9 The Rock Rockfest Decade Of Decadence Concert Shirt,75.0,2000,,
98.9 The Rock Rockfest 10 Year Anniversary Concert Shirt,100.0,2000,,
Wolverine Sabretooth X-Men Marvel Comics Shirt,300.0,2000,,
U2 Elevation Tour Local Crew Shirt,50.0,2000,U2,Music
The Mummy Returns Movie Promo Shirt,100.0,2000,,
The Lord Of The Rings Fellowship Of The Ring Shirt,450.0,2000,,
The Guess Who Tour Tie Dye Shirt,150.0,2000,,
String Cheese Incident Summer Carnie Tour Shirt,200.0,2000,,
SpongeBob SquarePants Squidward Shirt,80.0,2000,,
SpongeBob SquarePants Long Sleeve Shirt,100.0,2000,,
Shallow Hal Think Shallow Shirt,200.0,2000,,
Rockfest 98.9 The Rock Kansas City Concert Shirt,60.0,2000,,
Quiet Riot Guilty Pleasures Tour Shirt,125.0,2000,,
Ozzy Fuckin Osbourne Shirt,200.0,2000,,
MTV September 11th Shirt,500.0,2000,,
Lara Croft Tomb Raider Shirt,300.0,2000,,
Jurassic Park III Shirt,200.0,2000,,
Journey Arrival Tour Shirt,60.0,2000,Journey,Music
Jonny Lang Band Local Crew Concert Shirt,50.0,2000,,
Janet Jackson Local Crew Concert Shirt,60.0,2000,,
Eagles Denver Concert Shirt,100.0,2000,Eagles,Music
Counting Crows Hard Candy Tour Shirt,125.0,2000,,
Backstreet Boys Black & Blue Tour Long Sleeve Shirt,100.0,2000,,
Ali Movie Promo Shirt,250.0,2000,,
Aerosmith Hajime Sorayama Just Push Play Tour Shirt,300.0,2000,Aerosmith,Music
Weird Al Running With Scissors Tour Crew Shirt,100.0,2000,,
Type O Negative Worst Of The Last Shirt,300.0,2000,Type O Negative,Music
Type O Negative This Bloods For You Tour Shirt,300.0,2000,Type O Negative,Music
Tweety Bird Charge It Warner Brothers Shirt,75.0,2000,,
Tony Stewart Home Depot Nascar Shirt,200.0,2000,,
Tina Turner Twenty Four Seven Tour Shirt,150.0,2000,,
Tina Turner Tour Shirt,175.0,2000,,
Tim McGraw Faith Hill Soul 2 Soul Tour Shirt,75.0,2000,,
Third Eye Blind Red Summer Sun Tour Shirt,250.0,2000,,
The Other Ones Further Festival Concert Tie Dye Shirt,135.0,2000,,
Stone Temple Pilots No 4 Shirt,150.0,2000,,
Spider-Man Universal Studios Tie Dye Shirt,300.0,2000,,
Soulfly Tour Shirt,200.0,2000,,
Smashing Pumpkins Machina Shirt,250.0,2000,Smashing Pumpkins,Music
Santana Tie Dye Shirt,150.0,2000,,
Randy Travis A Man Ain't Made Of Stone Tour Shirt,150.0,2000,,
Poison Power To The People Tour Shirt,125.0,2000,Poison,Music
Poison I Got Fucked Up With Poison Summer Tour Shirt,50.0,2000,Poison,Music
Paul Simon You're The One Shirt,75.0,2000,,
Pantera Shirt,100.0,2000,,
Ozzy Osbourne Ozzfest Shirt,150.0,2000,Ozzy Osbourne,Music
Ozzy Osbourne Ozzfest Concert Shirt,200.0,2000,Ozzy Osbourne,Music
Oasis Standing On The Shoulders Of Giants Tour Shirt,250.0,2000,,
Mudvayne Shirt,125.0,2000,,
Metallica Summer Sanitarium Tour Shirt,150.0,2000,Metallica,Music
Metallica Summer Sanitarium Tour Shirt,250.0,2000,Metallica,Music
Marilyn Manson Emperor Shirt,125.0,2000,Marilyn Manson,Music
Marilyn Manson Adult Entertainment Shirt,300.0,2000,Marilyn Manson,Music
Machine Head Year Of The Dragon Tour Shirt,85.0,2000,,
Machine Head Year Of The Dragon Shirt,100.0,2000,,
Linkin Park Shirt,125.0,2000,,
Linkin Park Hybrid Theory Local Crew Tour Shirt,125.0,2000,,
Leeann Womack Hope You Dance Tour Shirt,65.0,2000,,
Led Zeppelin Shirt,150.0,2000,Led Zeppelin,Music
Korn Sick & Twisted Tour Shirt,200.0,2000,Korn,Music
Korn Sick & Twisted Tour Shirt,125.0,2000,Korn,Music
Korn Shirt,175.0,2000,Korn,Music
Korn Issues Shirt,250.0,2000,Korn,Music
Kiss Kissonline.com Shirt,65.0,2000,Kiss,Music
Kansas Tour Tie Dye Shirt,60.0,2000,,
John Michael Montgomery Local Crew Concert Shirt,40.0,2000,,
Jimi Hendrix Experience Tie Dye Shirt,200.0,2000,Jimi Hendrix,Music
